,CENEFA,Longitud,Latitud
77644,814A00,-74.0711,4.6112980000000015
77645,723A00,-74.0713,4.617942
77646,139A00,-74.0694,4.619145
77649,810A00,-74.0719,4.610414
77650,811A00,-74.0735,4.607711
77651,812A00,-74.0745,4.605926
77657,444A12,-74.0853,4.588923
77658,445A12,-74.0873,4.585856
77659,446A12,-74.089,4.583607
77660,449A12,-74.0904,4.581678
77661,450A12,-74.0925,4.578774
77662,451A12,-74.0944,4.576244
77663,085A12,-74.096,4.577073
77664,082A12,-74.0985,4.578769
77665,081A12,-74.1004,4.580053
77666,078A12,-74.1019,4.5810309999999985
77667,111A11,-74.1033,4.582382
77668,110A11,-74.1047,4.584054
77669,109A11,-74.1057,4.585365
77670,108A11,-74.1074,4.587457
77671,101A11,-74.1087,4.589075
77672,078A10,-74.1092,4.5897739999999985
77673,077A10,-74.1115,4.593064
77674,076A10,-74.1127,4.595139
77675,046A08,-74.1143,4.597445
77676,207A08,-74.1176,4.600383
77677,047A08,-74.1197,4.601757
77678,206A08,-74.123,4.60383
77679,113A08,-74.1248,4.605211
77680,208A08,-74.127,4.607547
77681,209A08,-74.1336,4.612312
77682,159A08,-74.1373,4.616531
77699,539A08,-74.1794,4.6265839999999985
77700,537A08,-74.1777,4.628034
77702,096A08,-74.1788,4.631641
77703,098A08,-74.1803,4.630982
77704,144A08,-74.1839,4.629381
77705,100A08,-74.1862,4.628235
77714,244A08,-74.1997,4.636373000000002
77715,247A08,-74.2007,4.638139
77716,245A08,-74.2037,4.638915
77717,230A08,-74.2057,4.637949
77718,227A08,-74.2055,4.634905000000002
77719,221A08,-74.2042,4.632001
78976,655A00,-74.07,4.610512
78977,656A00,-74.0696,4.612143
78978,675A00,-74.0689,4.615485
78979,140B00,,
78980,138A00,-74.071,4.620847
81937,509A08,-74.1744,4.6498800000000005
81938,629A08,-74.1764,4.649854
81939,383A08,-74.1754,4.648346
81940,403A08,-74.1736,4.645828
81941,405A08,-74.1722,4.643738
81942,652A08,,
81943,409A08,-74.1695,4.642429
81984,143A11,-74.1565,4.548953
81985,140A11,-74.1586,4.546463
81986,125A11,-74.161,4.547169
81987,130A11,-74.1602,4.54932
81988,132A11,-74.1593,4.551597
81989,427A11,-74.1588,4.553292
81990,131A11,-74.1594,4.551614
81991,129A11,-74.1603,4.549316
81992,126A11,-74.161,4.547605
81993,139A11,-74.1593,4.546723
81994,144A11,-74.1566,4.548799
82037,609A08,-74.1679,4.641031
82038,410A08,-74.1697,4.642416000000001
82039,653A08,,
82040,406A08,-74.1721,4.643785
82041,404A08,-74.1737,4.646028
82042,384A08,-74.1754,4.648621
82043,628A08,-74.1763,4.649966
85775,427A08,-74.1669,4.6402
85778,060A08,-74.1638,4.642176999999998
85781,133A07,-74.1567,4.643155
85782,145A07,-74.1557,4.64425
85783,154A07,-74.1542,4.644288
85784,123A07,-74.1519,4.644419
85785,173A07,-74.1494,4.644256
85786,172A07,-74.1482,4.644888
85787,180A07,-74.1464,4.64411
85788,167A07,-74.1452,4.640291
85789,168A07,-74.143,4.638741
85800,(1926) L001|BICENTENARIO A - 3,,
85801,(1927) L002|BICENTENARIO B - 3,,
85811,116A06,-74.0959,4.626981
85812,119B07,-74.094,4.624854
85813,121B07,-74.0925,4.622254
85814,131B07,-74.0902,4.619989
85815,258B00,-74.0869,4.616862
85816,257B00,-74.0855,4.615692
85821,243B00,-74.0735,4.606433999999999
85822,247B00,-74.0698,4.603959
85831,025A07,-74.0904,4.620489
85832,120A07,-74.0924,4.622397
85833,024A07,-74.0938,4.624831
85834,032A06,-74.0947,4.62651
85835,117A06,-74.0955,4.627804
85836,118A06,-74.0931,4.6303410000000005
85837,119A06,-74.092,4.631446
85848,007A06,-74.1154,4.662425
85849,133A06,-74.1184,4.658944
85850,196A06,-74.1214,4.655468
85851,135A06,-74.1247,4.651596
85855,107A07,-74.135,4.640993
85856,068A07,-74.1367,4.6376620000000015
85859,169A07,-74.1425,4.638709
85860,353A07,-74.1449,4.6403300000000005
85861,183A07,-74.1448,4.6426620000000005
85862,181A07,-74.1454,4.643863
85863,184A07,-74.1459,4.644694
85864,171A07,-74.1484,4.644764
85865,335A07,-74.1501,4.645238
85866,122A07,-74.1542,4.642661
85868,450A08,-74.1595,4.640733999999999
85869,460A08,-74.161,4.642364
86991,375A08,-74.1786,4.646577
86992,369A08,-74.1777,4.644830000000002
86993,372A08,-74.1764,4.643357
86995,392A08,-74.1727,4.640342
86996,528A08,-74.1715,4.641235
87012,099C09,-74.1371,4.6158519999999985
87013,098C09,-74.1325,4.61129
87014,096A09,-74.1268,4.606832
87015,061A09,-74.1249,4.604972
87016,095A09,-74.1231,4.603593
87032,100B13,-74.0939,4.57498
87033,102B13,,
87034,104A13,-74.0909,4.571869
87035,002A13,-74.0889,4.5706
87036,105A13,-74.0868,4.569385
87037,097A13,-74.0834,4.57031
87038,003A13,-74.0805,4.571267
87039,592A13,,
87040,264A13,-74.0796,4.569705
87041,255A13,-74.0826,4.568437
87042,255B13,,
87043,257A13,-74.0819,4.570185
87044,098A13,-74.084,4.570263
87045,106A13,-74.0873,4.569906
87046,001A13,-74.0894,4.571172
87047,103A13,-74.0907,4.572017
87048,101B13,-74.0922,4.573565
87049,099B13,-74.0937,4.575163
87050,085B12,-74.0952,4.576505
87051,082B12,-74.0982,4.578556
87052,081B12,-74.1001,4.579833
87053,078B12,-74.1014,4.580724
87054,111B11,-74.1031,4.582113
87055,110B11,-74.1045,4.583865
87056,109B11,-74.1056,4.585254
87057,108B11,-74.1072,4.587219
87058,101B11,-74.1086,4.588962
87061,076B10,,
87065,206B08,-74.1228,4.603732
87066,113B08,-74.1246,4.6050830000000005
87087,393A08,-74.1729,4.640181
92001,525A08,-74.1804,4.635441
92006,300A08,,
92007,518A08,-74.186,4.643089
92010,292A08,-74.1947,4.64141
92015,279A08,-74.1879,4.6303480000000015
92039,099A09,-74.1365,4.615172
92040,098A09,-74.1314,4.610603
92062,118C04,-74.0876,4.679795
92063,117C04,-74.0891,4.68142
92064,157C04,-74.0907,4.6832080000000005
92065,116C04,-74.0927,4.6852550000000015
92066,114C04,-74.0993,4.690697
92067,113C04,-74.1019,4.692887000000002
92068,309C04,-74.1049,4.695213
92069,122C04,-74.1076,4.697262
92070,123C04,-74.111,4.699675
92071,124B04,-74.1144,4.702102
92072,441B04,-74.1163,4.703846
92073,125B04,-74.1184,4.705598
92074,126B04,-74.1211,4.7078
92075,311B05,,
92076,262B05,,
92077,261B05,,
92078,482A05,-74.1268,4.7059120000000005
92079,041A05,-74.1279,4.704999
92080,043A05,-74.1298,4.702577
92081,045A05,-74.131,4.700846
92082,477A05,-74.1326,4.7011400000000005
92083,206A05,-74.1346,4.702564
92084,218A05,-74.1354,4.705227
92085,404A05,-74.1336,4.70655
92086,470A05,-74.1351,4.708206
92087,405B05,,
92088,221A05,-74.1372,4.710687
92089,247A05,,
92091,068A05,-74.1433,4.713019999999998
92092,110A05,-74.14399999999998,4.711405
92093,070A05,-74.1426,4.709358
92094,066B05,-74.1396,4.708849
92095,064B05,-74.137,4.705907
92096,208B05,-74.1366,4.7039040000000005
92097,207B05,-74.1336,4.701624
92098,046A05,-74.1308,4.700325
92099,044A05,-74.1295,4.702277
92100,042A05,-74.1278,4.704875
92101,260A05,-74.1254,4.705127
92102,263A05,-74.1237,4.705345
92103,266A05,-74.1228,4.707269
92104,174A05,-74.1211,4.707592
92105,173A05,-74.1178,4.704798
92106,478A05,-74.1161,4.703411
92107,172A05,-74.1143,4.70183
92108,171A05,-74.1116,4.699769
92109,170A05,-74.1089,4.6978480000000005
92110,177A05,-74.1046,4.694714
92111,176A05,-74.1019,4.69261
92112,178A05,-74.1003,4.691286
92113,179A05,-74.097,4.688733999999998
92114,180A05,-74.0921,4.684384
92115,181A05,-74.0904,4.6825790000000005
92116,182A05,-74.0889,4.681018
92117,183A05,-74.0879,4.679892
92118,302A05,-74.08800000000002,4.678944
92119,296A05,-74.0891,4.677
92120,301A05,-74.0879,4.675656
92167,280A08,-74.1873,4.629471
92174,234A08,-74.1882,4.64305
92175,233A08,-74.1872,4.641056
93601,145A08,-74.1892,4.637294
93621,045B09,,
93632,318A10,-74.1284,4.592651
93638,107A11,-74.1083,4.588191
93639,033A11,-74.1075,4.587157
93640,102A11,-74.1056,4.584817
93641,103A11,-74.1045,4.583457
93642,104A11,-74.1029,4.581472
93643,079A12,-74.1015,4.580444
93644,080A12,-74.1005,4.579756
93645,083A12,-74.0975,4.577736
93646,084A12,-74.095,4.575973
93647,100A13,-74.0937,4.5747550000000015
93648,094A13,-74.0937,4.57359
93649,095A13,-74.096,4.571196
93650,022A13,-74.0961,4.5705290000000005
93651,538A13,-74.0948,4.568675
93652,048A13,-74.0974,4.566171
93653,047A13,-74.0973,4.563312000000002
93654,028A13,-74.097,4.562145
93655,031A13,-74.0985,4.561001
93656,029A13,-74.0986,4.558432
93657,034A13,-74.0955,4.556101
93658,016A13,-74.0922,4.554333
93659,037A13,-74.0901,4.551263
93660,039A13,-74.089,4.548515
93661,041A13,-74.0878,4.550168
93662,049A13,-74.0864,4.550335
93663,051A13,-74.0839,4.548019
93664,053A13,-74.0836,4.545629
93665,064A13,-74.0836,4.54397
93666,055A13,-74.0837,4.541247
93667,561A13,-74.0837,4.5396980000000005
93668,057A13,-74.0836,4.537481
93669,511A13,-74.0839,4.534904
93670,172A13,-74.0856,4.536307
93671,173A13,-74.0863,4.537104
93672,510A13,-74.0852,4.535548
93673,587B13,,
93678,587A13,,
93679,058A13,-74.0835,4.537517
93680,056A13,-74.0836,4.541557
93681,063A13,-74.0834,4.543697
93682,054A13,-74.0835,4.5452330000000005
93683,052A13,-74.0837,4.547932
93685,042A13,-74.0879,4.550197
93686,040A13,-74.0888,4.548355
93687,038A13,-74.0901,4.551612
93688,017A13,,
93689,033A13,-74.0956,4.556323
93690,032A13,-74.0986,4.5585239999999985
93691,030A13,-74.0987,4.560617
93692,027A13,-74.0961,4.562703
93693,025A13,-74.0944,4.565336
93694,024A13,-74.0936,4.568898
93695,092A13,-74.093,4.5709230000000005
93696,211A13,-74.0922,4.571842
93697,101A13,-74.0925,4.573872
93698,099A13,-74.094,4.5754519999999985
93732,068A09,-74.1894,4.62063
93733,284A09,-74.1898,4.622704
93742,146A08,-74.189,4.637183
95124,578A08,-74.1866,4.640065
95125,572A08,-74.188,4.642828
95133,084B08,-74.1914,4.630213
95145,052B09,-74.1841,4.6058949999999985
95146,520A09,-74.1825,4.607267
95147,054A09,-74.179,4.610367
95148,100A09,-74.1773,4.611936
95149,569A09,-74.1753,4.61378
95150,027A09,-74.1738,4.61364
95151,029A09,-74.1703,4.6134309999999985
95152,026A09,-74.1664,4.614025
95153,107A09,-74.1635,4.614703
95179,343A12,-74.101,4.578337
95180,334A12,-74.1031,4.575545
95181,357A12,-74.1056,4.572047
95182,314A12,-74.1054,4.5690870000000015
95183,302A12,-74.105,4.567288
95184,305A12,-74.1035,4.566561
95185,068A13,,
95186,067A12,-74.108,4.564726
95187,068A12,-74.1107,4.560754
95188,070A12,-74.1121,4.556873
95189,280A12,-74.1108,4.555685
95193,470A12,-74.1083,4.5569190000000015
95194,471A12,-74.1106,4.557086
95195,069A12,-74.1106,4.5610610000000005
95196,066A12,-74.1078,4.5648290000000005
95197,067A13,-74.1037,4.56561
95198,096A13,-74.1016,4.567632
95199,193A13,,
95200,072A12,,
95201,304A12,,
95202,303A12,-74.1049,4.567367
95203,315A12,-74.1055,4.569689
95204,423A12,-74.1052,4.573061
95205,333A12,-74.10300000000002,4.5750720000000005
95206,342A12,-74.1007,4.578113
95233,168B08,-74.1716,4.613558
95234,166B08,-74.1739,4.6140370000000015
95235,610B09,,
95236,101B09,,
95237,102B09,,
95238,511B09,,
95239,051B09,,
97904,102A13,-74.0921,4.573065
97908,006A13,-74.0858,4.568619
97909,008A13,-74.087,4.5648279999999986
97910,555A13,-74.0878,4.562621
97911,570A13,-74.0887,4.560427
97912,012A13,-74.0905,4.559286
97913,014A13,,
97914,569A13,-74.0913,4.5536910000000015
97926,060A13,-74.0852,4.533924
97927,062A13,-74.0862,4.532222
97928,149A13,-74.0867,4.529857
97929,146A13,-74.0874,4.524499
97930,142A13,-74.0888,4.521624
97931,134A13,-74.0911,4.519412
97932,126A13,-74.0905,4.517599
97933,123A13,-74.0896,4.515906
97934,573A13,-74.0912,4.515488
97935,125A13,-74.0911,4.514121
97936,119A13,-74.0917,4.512582
97937,115A13,-74.092,4.5109900000000005
97938,116A13,-74.092,4.510872
97939,118A13,-74.0922,4.512116000000002
97940,122A13,-74.08800000000002,4.554711
97941,120A13,-74.0913,4.5139809999999985
97942,572A13,-74.0911,4.515708
97943,124A13,-74.0893,4.515805
97944,127A13,-74.09,4.517369
97945,135A13,-74.09100000000002,4.519419999999998
97946,143A13,-74.0889,4.521449
97947,145A13,-74.0874,4.524237
97948,150A13,-74.086,4.528669
97949,061A13,-74.0864,4.531968
97950,059A13,-74.085,4.5339480000000005
97961,015A13,-74.0907,4.5560589999999985
97962,013A13,-74.0903,4.55935
97963,011A13,-74.089,4.562001
97964,571A13,-74.0877,4.5641300000000005
97965,009A13,-74.0861,4.564541
97966,007A13,-74.0859,4.568441
100769,422A12,-74.1058,4.533589
100771,227A12,-74.1085,4.534503
100772,429A12,-74.1105,4.535108
100773,234A12,-74.1118,4.535792
100774,235A12,-74.1122,4.5376
100775,426A12,-74.1148,4.5370370000000015
100776,231A12,-74.1151,4.538389
100777,233A12,-74.1168,4.53998
100778,125A12,-74.1189,4.542107
100782,004A12,-74.1232,4.559237
100783,003A12,-74.1248,4.563592
100784,588A11,-74.1262,4.565981
100785,002A12,-74.125,4.56965
100786,001A12,-74.1236,4.573561
100787,072A11,-74.124,4.576038
100788,071A11,-74.1249,4.578338
100807,117B08,,
100808,585B08,,
100809,122B08,,
100828,602A08,-74.1719,4.651712
100871,073A11,-74.1241,4.576031
100872,034A11,-74.1238,4.5740370000000015
100873,035A11,-74.1248,4.57092
100874,496A11,-74.1264,4.567742
100881,124A12,-74.1189,4.541979
100882,232A12,-74.1171,4.540102
100883,230A12,-74.1147,4.537011
100884,427A12,-74.1129,4.537463
100885,236A12,-74.1118,4.536308999999998
100886,428A12,-74.1103,4.534968
102102,356A07,-74.1544,4.642168
102104,124A07,-74.1484,4.647581
102106,126A07,-74.1439,4.651969
102108,343A07,-74.1381,4.656946
102116,021A07,-74.1152,4.634626
102117,022A07,-74.1127,4.632475
102118,023A07,-74.1102,4.629852
102119,029A07,-74.1006,4.6262050000000015
102120,028A07,-74.0957,4.625679
102121,119A07,-74.0939,4.624724
102122,121A07,-74.0924,4.6221489999999985
102123,131A07,-74.0904,4.6201690000000015
102125,257A00,-74.0851,4.615327
102129,250A00,-74.0773,4.609257
102133,502A00,-74.0671,4.603659
102134,506A00,-74.0645,4.603203
102135,508A00,-74.0618,4.602913
102136,500A00,-74.0626,4.599824
102137,498A00,-74.0648,4.597962
102138,494A00,-74.067,4.5957930000000005
102139,460A00,-74.07,4.5928830000000005
102140,350A13,-74.0712,4.590515
102141,348A13,-74.0713,4.587326
102142,424A13,-74.0717,4.585888
102143,301A13,-74.0713,4.583544
102144,295A13,-74.072,4.5820690000000015
102145,291A13,-74.0727,4.580175
102146,298A13,-74.071,4.580696
102148,297A13,-74.0712,4.580665
102149,292A13,-74.0728,4.5802580000000015
102150,296A13,-74.072,4.582086
102151,302A13,-74.0716,4.583661
102152,425A13,-74.0722,4.585121
102153,349A13,-74.0713,4.587243
102154,351A13,-74.0711,4.590496
102155,461A00,-74.0696,4.593127
102156,493A00,-74.0674,4.595627
102157,499A00,-74.0654,4.599645
102158,509A00,-74.0616,4.6013410000000015
102159,510A00,-74.0618,4.603175
102160,507A00,-74.0647,4.603721
102161,505A00,-74.066,4.605062
102176,033A06,-74.0985,4.626932
102177,025B06,,
102178,024A06,-74.1118,4.63226
102179,447A06,,
102180,023B06,,
102187,342A07,-74.1385,4.6570480000000005
102188,129A07,-74.1423,4.653912
102189,349A07,-74.1442,4.652089
102190,127A07,-74.1465,4.649796
102191,125A07,-74.1493,4.647131
109706,131D06,-74.105,4.651117
109707,116D05,-74.1015,4.655646
109708,118D05,-74.0973,4.66109
109709,437D05,-74.0957,4.663183
109710,121D05,-74.0918,4.6681550000000005
109711,122D05,-74.0897,4.670907
109718,171A03,-74.0687,4.689437
109719,165A03,-74.0658,4.688957
109720,001A00,-74.0639,4.68848
109721,211A00,-74.0596,4.6872110000000005
109723,277A01,-74.0475,4.6868620000000005
109724,278A01,-74.0459,4.6901470000000005
109725,279A01,-74.0449,4.691879
109726,280A01,-74.0433,4.69506
109727,281A01,-74.0429,4.698226999999998
109728,018A01,-74.0427,4.7015980000000015
109729,119B01,-74.0426,4.7034410000000015
109730,182A01,-74.042,4.703857
109731,181A01,-74.0379,4.703915
109732,178A01,-74.0358,4.703905000000002
109733,177A01,-74.0305,4.702432
109747,233B01,-74.0244,4.734933
109748,235B01,-74.0241,4.732636
109749,045B01,-74.0242,4.729108
109750,070B01,-74.025,4.72553
109751,238B01,-74.0263,4.7221660000000005
109752,240B01,-74.0281,4.718486
109753,264B01,-74.0289,4.716753
109754,244B01,-74.0292,4.71368
109756,247B01,-74.0288,4.708901
109757,249B01,-74.0286,4.706506
109758,251B01,-74.0288,4.703717
109773,123D05,-74.0884,4.673734
109774,120D05,-74.0913,4.669447
109775,119D05,-74.0957,4.663679
109776,210D05,-74.0969,4.662226
109778,115D05,-74.1012,4.6565379999999985
109779,132D06,-74.1047,4.6521930000000005
109780,065D06,-74.1062,4.650076
109781,129D06,-74.1084,4.647397
109782,190D06,-74.1109,4.644876
109783,002D06,-74.1138,4.641898
109784,001D06,-74.117,4.638826
111633,170A03,-74.0703,4.689346
111638,212C00,-74.0537,4.685976
111677,179A01,-74.0352,4.704246
111678,180A01,-74.0376,4.704589
111679,183A01,-74.0421,4.704204
111680,504A01,-74.0428,4.704715
111696,174A03,-74.0739,4.688314
113064,131B12,,
113070,515A12,-74.1105,4.547772
113071,261A12,-74.1088,4.547773
113072,548A12,-74.1053,4.544862
113074,258A12,-74.1046,4.54372
113075,554A12,,
113076,257A12,-74.1061,4.542516
113077,256A12,-74.1074,4.543866
113078,248A12,-74.11,4.545185
113086,134A12,-74.1215,4.55892
113104,453A09,-74.1312,4.604119
113105,459A09,-74.1291,4.603627
113106,466A09,-74.1275,4.605197
136889,579A08,-74.1878,4.631538
136890,148A08,-74.1854,4.632442
136891,081A08,-74.183,4.633472
136892,079A08,-74.1806,4.634345
136893,053A08,-74.1762,4.635565
136894,215A08,-74.1743,4.634696
136895,214A08,-74.1728,4.631829
136896,031A08,-74.1717,4.629781
136897,024A08,-74.1688,4.629397
136898,026A08,-74.1662,4.631623
136899,112A08,-74.1632,4.634129
136904,092A08,-74.1431,4.630636
136905,093A08,-74.1411,4.630438
136907,095A08,-74.1287,4.629218
136908,063A07,-74.1191,4.628154
136909,332A07,-74.1155,4.627872
136910,065A07,-74.1099,4.6272769999999985
136911,409A07,,
136912,029B07,,
136914,027A07,-74.0922,4.625661
136915,026A07,-74.0878,4.624912
136916,350A07,-74.0854,4.624925
136917,132B00,,
136918,089A00,-74.0776,4.624325
136919,091A00,-74.0756,4.623972
136920,183A00,-74.0742,4.623739
136924,778A00,-74.0665,4.622498
136925,386A00,-74.066,4.624217
136926,384A00,-74.0652,4.627758999999998
136927,383A00,-74.0644,4.630508
136935,826A00,-74.0572,4.65147
136936,827A00,-74.0562,4.653027
136940,817A00,,
136954,822A00,-74.0647,4.6300930000000005
136955,385A00,-74.0654,4.627735
136956,823A00,-74.0661,4.624861
136957,185A00,,
136959,140A00,-74.0692,4.6189480000000005
136961,349A00,-74.0718,4.623458
136962,182A00,-74.0741,4.623854
136963,090A00,-74.0759,4.624181
136964,088A00,-74.0775,4.624453
136965,133A00,-74.0799,4.624208
136969,033B06,,
136970,064A07,-74.1103,4.628053
136971,333A07,-74.115,4.628564
136972,062A07,-74.1188,4.6289370000000005
136973,061A07,-74.1285,4.629829
136974,060A07,-74.1342,4.6305010000000015
136975,059A07,-74.141,4.6311860000000005
136983,111A08,-74.1635,4.634305
136988,212A08,-74.1735,4.634016
136989,054A08,-74.1761,4.635696
136990,078A08,,
136991,080A08,-74.1824,4.633812
136992,147A08,-74.1848,4.632816
136993,082A08,-74.1877,4.63165
137082,235A00,-74.0666,4.631018
137083,236A00,-74.0672,4.6276519999999985
137084,237A00,-74.0674,4.6263
137154,130A07,-74.134,4.661174
137155,067A06,-74.1316,4.664343
137156,026A06,-74.1284,4.668213
137157,429A06,-74.1272,4.669529
137158,028A06,-74.1257,4.67132
137159,193A06,-74.1249,4.672686
137160,027A06,-74.1261,4.671298
137161,191A06,-74.1286,4.668414
137162,154A06,-74.1298,4.666924
137163,155B06,,
137164,128A07,-74.134,4.66166
139113,102A03,-74.0923,4.761107
139115,099A03,-74.0921,4.757559
139116,097A03,-74.0928,4.7553550000000016
139117,022A03,-74.0953,4.756642
139118,621A03,-74.097,4.756006
139119,119A03,-74.0998,4.756849
139120,135A03,-74.1019,4.7550940000000015
139121,133A03,-74.1033,4.752778
139122,193A03,-74.1034,4.750267
139123,194A03,-74.102,4.749517
139124,195A03,-74.0996,4.748434
139125,196A03,-74.097,4.746824
